product_id,product_name,product_slug,current_thumbnail_id,current_thumbnail_title,current_score,suggested_thumbnail_id,suggested_thumbnail_title,suggested_score,reason
2884,Innisfree The Green Tea Seed Eye Cream 30ml,innisfree-the-green-tea-seed-eye-cream-30ml,2954,51It7Byo0mL._SL1100_.jpg,0,2866,Cosrx-Advanced-Snail-Peptide-Eye-Cream.jpg,0.016,best_score_below_threshold|candidate_margin_too_small|shade_or_color_conflict
2886,Innisfree My Real Squeeze Mask - Ginseng 20ml,innisfree-my-real-squeeze-mask-ginseng-20ml,2975,img05_2_16.jpg,0,2873,Mat-na-dat-set-Innisfree-Super-Volcanic-Pore-Clay-Mask-100ml1-100x100-1.jpg,0.221,best_score_below_threshold|candidate_margin_too_small
2887,Innisfree My Real Squeeze Mask - Manuka Honey 20ml,innisfree-my-real-squeeze-mask-manuka-honey-20ml,2977,img05_2_5-1.jpg,0,2868,mizon-snail-recovery-gel-cream_online_korean_skincare_products_beauty_shop_worldwide_hong_kong_collectiveli.jpg,,best_score_below_threshold|candidate_margin_too_small|shade_or_color_conflict
2888,Innisfree My Real Squeeze Mask-Aloe 20ml,innisfree-my-real-squeeze-mask-aloe-20ml,2979,img05_2_3.jpg,0,2873,Mat-na-dat-set-Innisfree-Super-Volcanic-Pore-Clay-Mask-100ml1-100x100-1.jpg,0.221,best_score_below_threshold|candidate_margin_too_small
2889,Innisfree My Real Squeeze Mask - Cucumber 20ml,innisfree-my-real-squeeze-mask-cucumber-20ml,2981,img05_2_1.jpg,0,2873,Mat-na-dat-set-Innisfree-Super-Volcanic-Pore-Clay-Mask-100ml1-100x100-1.jpg,0.221,best_score_below_threshold|candidate_margin_too_small
2911,Innisfree My Real Squeeze Mask - Bamboo 20ml,innisfree-my-real-squeeze-mask-bamboo-20ml,2985,img05_2_2.jpg,0,2909,Innisfree-Jeju-Cherry-Blossom-Tone-up-Cream-2.jpg,0.116,best_score_below_threshold|candidate_margin_too_small
2913,Innisfree Green Tea Sleeping Mask 80ml,innisfree-green-tea-sleeping-mask-80ml,2989,41B0fxPLKJL._SL1048_.jpg,0,2929,green_tea_seed_essence_in_ltion.jpg,0.267,best_score_below_threshold
2915,Jeju Cherry Blossom Jam Cleanser 150gm,innisfree-green-tea-morning-cleanser-150ml,50612,download (11),0,2909,Innisfree-Jeju-Cherry-Blossom-Tone-up-Cream-2.jpg,0.11,best_score_below_threshold|candidate_margin_too_small|shade_or_color_conflict
2956,ETUDE HOUSE Wonder Pore Freshner 250ml,etude-house-wonder-pore-freshner-250ml,3001,2363_shop2_579543.jpg,0,2936,31qqJVdbFYL._SS600_.jpg,,best_score_below_threshold|candidate_margin_too_small
2962,Wonder Releaf Centella Eye Cream Unscented 30ml,purito-centella-green-level-eye-cream-30ml,58358,centella_eyecream_unscented-benefits-x2,0.184,2943,img05_2_8-1.jpg,,best_score_below_threshold|candidate_margin_too_small|shade_or_color_conflict
2962,Wonder Releaf Centella Eye Cream Unscented 30ml,purito-centella-green-level-eye-cream-30ml,57481,emart-Illiyoon_CeramideAtoConcentrateCream_01,0,2943,img05_2_8-1.jpg,,best_score_below_threshold|candidate_margin_too_small|shade_or_color_conflict
2962,Wonder Releaf Centella Eye Cream Unscented 30ml,purito-centella-green-level-eye-cream-30ml,57481,emart-Illiyoon_CeramideAtoConcentrateCream_01,0,2943,img05_2_8-1.jpg,,best_score_below_threshold|candidate_margin_too_small|shade_or_color_conflict
2963,Purito SEOUL Wonder Releaf Centella Cream Unscented 50ml,purito-centella-green-level-recovery-cream-50ml,92482,Purito SEOUL Wonder Releaf Centella Cream Unscented 50ml Price in Bangladesh | Emart,0.905,2943,img05_2_8-1.jpg,,best_score_below_threshold|candidate_margin_too_small|shade_or_color_conflict
2963,Purito SEOUL Wonder Releaf Centella Cream Unscented 50ml,purito-centella-green-level-recovery-cream-50ml,92482,Purito SEOUL Wonder Releaf Centella Cream Unscented 50ml Price in Bangladesh | Emart,0.905,2943,img05_2_8-1.jpg,,best_score_below_threshold|candidate_margin_too_small|shade_or_color_conflict
2963,Purito SEOUL Wonder Releaf Centella Cream Unscented 50ml,purito-centella-green-level-recovery-cream-50ml,92482,Purito SEOUL Wonder Releaf Centella Cream Unscented 50ml Price in Bangladesh | Emart,0.905,2943,img05_2_8-1.jpg,,best_score_below_threshold|candidate_margin_too_small|shade_or_color_conflict
2966,PURITO Centella Unscented Serum 15ml,purito-centella-unscented-serum-15ml,57481,emart-Illiyoon_CeramideAtoConcentrateCream_01,0,2947,innsifree-real-squze-mask-tomato-700.jpg,,best_score_below_threshold|candidate_margin_too_small
2966,PURITO Centella Unscented Serum 15ml,purito-centella-unscented-serum-15ml,57481,emart-Illiyoon_CeramideAtoConcentrateCream_01,0,2947,innsifree-real-squze-mask-tomato-700.jpg,,best_score_below_threshold|candidate_margin_too_small
2969,Deep Sea Pure Water Cream 50g,deep-sea-pure-water-cream-50g,58703,Deep-Sea-Cream-new,0.42,2949,img05_2_9.jpg,,best_score_below_threshold|candidate_margin_too_small
2969,Deep Sea Pure Water Cream 50g,deep-sea-pure-water-cream-50g,57481,emart-Illiyoon_CeramideAtoConcentrateCream_01,0,2949,img05_2_9.jpg,,best_score_below_threshold|candidate_margin_too_small
2969,Deep Sea Pure Water Cream 50g,deep-sea-pure-water-cream-50g,57481,emart-Illiyoon_CeramideAtoConcentrateCream_01,0,2949,img05_2_9.jpg,,best_score_below_threshold|candidate_margin_too_small
3007,PURITO Sea Buckthorn Vital 70 Cream,purito-sea-buckthorn-vital-70-cream,3076,93a4234d6f4984436b686dc272c8bdae.jpg,0,2987,11331_l.jpg,,best_score_below_threshold|candidate_margin_too_small
3008,Missha All Around Safe Block Soft Finish Sun Milk SPF50+/PA+++ 70ml,missha-all-around-safe-block-soft-finish-sun-milk-spf50-pa-70ml,58635,Skinfood - 2025-02-04T143146.128,0,2989,41B0fxPLKJL._SL1048_.jpg,,best_score_below_threshold|candidate_margin_too_small
3009,Missha All Around Safe Block Essence Sun Milk SPF50+/PA+++ 70ml,missha-all-around-safe-block-essence-sun-milk-spf50-pa-70ml,57481,emart-Illiyoon_CeramideAtoConcentrateCream_01,0,2989,41B0fxPLKJL._SL1048_.jpg,,best_score_below_threshold|candidate_margin_too_small
3009,Missha All Around Safe Block Essence Sun Milk SPF50+/PA+++ 70ml,missha-all-around-safe-block-essence-sun-milk-spf50-pa-70ml,57481,emart-Illiyoon_CeramideAtoConcentrateCream_01,0,2989,41B0fxPLKJL._SL1048_.jpg,,best_score_below_threshold|candidate_margin_too_small
3010,Missha All Around Safe Block Waterproof Sun Milk SPF50+/PA+++ (70ml),missha-all-around-safe-block-waterproof-sun-milk-spf50-pa-70ml,57481,emart-Illiyoon_CeramideAtoConcentrateCream_01,0,2991,INNISFREE_No_Sebum_Mineral_Powder_Nudie_Glow_Korean_Beauty_Skincare_Australia_800x.jpg,,best_score_below_threshold|candidate_margin_too_small
3010,Missha All Around Safe Block Waterproof Sun Milk SPF50+/PA+++ (70ml),missha-all-around-safe-block-waterproof-sun-milk-spf50-pa-70ml,57481,emart-Illiyoon_CeramideAtoConcentrateCream_01,0,2991,INNISFREE_No_Sebum_Mineral_Powder_Nudie_Glow_Korean_Beauty_Skincare_Australia_800x.jpg,,best_score_below_threshold|candidate_margin_too_small
3016,Missha Airy Fit Sheet Mask (Potato),missha-airy-fit-sheet-mask-potato,57481,emart-Illiyoon_CeramideAtoConcentrateCream_01,0,2997,21256_l_S_450.png,,best_score_below_threshold|candidate_margin_too_small
3016,Missha Airy Fit Sheet Mask (Potato),missha-airy-fit-sheet-mask-potato,57481,emart-Illiyoon_CeramideAtoConcentrateCream_01,0,2997,21256_l_S_450.png,,best_score_below_threshold|candidate_margin_too_small
3060,Missha Airy Fit Sheet Mask (Pearl),missha-airy-fit-sheet-mask-pearl,57481,emart-Illiyoon_CeramideAtoConcentrateCream_01,0,3080,missha_all_around_safe_block_soft_finish_sun_milk_2.jpg,0.129,best_score_below_threshold|candidate_margin_too_small
3060,Missha Airy Fit Sheet Mask (Pearl),missha-airy-fit-sheet-mask-pearl,57481,emart-Illiyoon_CeramideAtoConcentrateCream_01,0,3080,missha_all_around_safe_block_soft_finish_sun_milk_2.jpg,0.129,best_score_below_threshold|candidate_margin_too_small
3061,Missha Airy Fit Sheet Mask (Shea Butter),missha-airy-fit-sheet-mask-shea-butter,57481,emart-Illiyoon_CeramideAtoConcentrateCream_01,0,3080,missha_all_around_safe_block_soft_finish_sun_milk_2.jpg,0.113,best_score_below_threshold|candidate_margin_too_small
3061,Missha Airy Fit Sheet Mask (Shea Butter),missha-airy-fit-sheet-mask-shea-butter,57481,emart-Illiyoon_CeramideAtoConcentrateCream_01,0,3080,missha_all_around_safe_block_soft_finish_sun_milk_2.jpg,0.113,best_score_below_threshold|candidate_margin_too_small
3067,Nacific Real Floral Rose Toner 180ml,nacific-real-floral-rose-toner-180ml,3150,NFS03RFT.jpg,0,3048,H8LgWV5M1623838047-1024x1024-1.png,,best_score_below_threshold|candidate_margin_too_small|shade_or_color_conflict
3071,Nacific Fresh Herb Origin Serum,nacific-fresh-herb-origin-serum,3158,1.jpg,0,3052,PURITO-From-Green-Cleansing-Oil-1000x1000-1.jpg,,best_score_below_threshold|candidate_margin_too_small
3101,Nacific Glow Intensive Bubble Toner 145 ml,nacific-glow-intensive-bubble-toner-145-ml,3166,toner-1.jpg,0.169,3082,all-around-safe-block-essence-sun-milk.png,,best_score_below_threshold|candidate_margin_too_small
3102,COXIR BLACK SNAIL COLLAGEN SERUM 50ml,coxir-black-snail-collagen-serum-50ml,91707,COXIR BLACK SNAIL COLLAGEN SERUM 50ml Price in Bangladesh | Emart,0.854,3082,all-around-safe-block-essence-sun-milk.png,,best_score_below_threshold|candidate_margin_too_small|shade_or_color_conflict
3102,COXIR BLACK SNAIL COLLAGEN SERUM 50ml,coxir-black-snail-collagen-serum-50ml,91707,COXIR BLACK SNAIL COLLAGEN SERUM 50ml Price in Bangladesh | Emart,0.854,3082,all-around-safe-block-essence-sun-milk.png,,best_score_below_threshold|candidate_margin_too_small|shade_or_color_conflict
3102,COXIR BLACK SNAIL COLLAGEN SERUM 50ml,coxir-black-snail-collagen-serum-50ml,91707,COXIR BLACK SNAIL COLLAGEN SERUM 50ml Price in Bangladesh | Emart,0.854,3082,all-around-safe-block-essence-sun-milk.png,,best_score_below_threshold|candidate_margin_too_small|shade_or_color_conflict
3106,COXIR Ultra Hyaluronic Cleansing Oil 150ml,coxir-ultra-hyaluronic-cleansing-oil-150ml,57481,emart-Illiyoon_CeramideAtoConcentrateCream_01,0,3108,missha-time-revolution-the-first-treatment-essence-rx-150ml.png,0.21,best_score_below_threshold
3106,COXIR Ultra Hyaluronic Cleansing Oil 150ml,coxir-ultra-hyaluronic-cleansing-oil-150ml,57481,emart-Illiyoon_CeramideAtoConcentrateCream_01,0,3108,missha-time-revolution-the-first-treatment-essence-rx-150ml.png,0.21,best_score_below_threshold
3107,COXIR Ultra Hyaluronic Ampoule 50ml,coxir-ultra-hyaluronic-ampoule-50ml,57481,emart-Illiyoon_CeramideAtoConcentrateCream_01,0,3088,41dRI7sjmzL.jpg,,best_score_below_threshold|candidate_margin_too_small
3107,COXIR Ultra Hyaluronic Ampoule 50ml,coxir-ultra-hyaluronic-ampoule-50ml,57481,emart-Illiyoon_CeramideAtoConcentrateCream_01,0,3088,41dRI7sjmzL.jpg,,best_score_below_threshold|candidate_margin_too_small
3133,COXIR Ultra Hyaluronic Cream 50ml,coxir-ultra-hyaluronic-cream-50ml,59004,lKXjcJ2OAwvIAdfOft8O4unPECY14cqJJIol9Xxq,0,3113,msms2781aa_missha_airy-fit-sheet-mask-_tea-tree_.png,,best_score_below_threshold|candidate_margin_too_small
3134,COXIR Ultra Hyaluronic Toner 150ml,coxir-ultra-hyaluronic-toner-150ml,57481,emart-Illiyoon_CeramideAtoConcentrateCream_01,0,3115,msms2786aa_missha_airy-fit-sheet-mask-_rice_.png,,best_score_below_threshold|candidate_margin_too_small
3134,COXIR Ultra Hyaluronic Toner 150ml,coxir-ultra-hyaluronic-toner-150ml,57481,emart-Illiyoon_CeramideAtoConcentrateCream_01,0,3115,msms2786aa_missha_airy-fit-sheet-mask-_rice_.png,,best_score_below_threshold|candidate_margin_too_small
3135,COXIR Tea Tree Pore & Sebum Toner 150ml,coxir-tea-tree-pore-sebum-toner-150ml,91703,COXIR Tea Tree Pore & Sebum Toner 150ml Price in Bangladesh | Emart,0.866,3121,msms2778aa_missha_airy-fit-sheet-mask-_green-tea_.png,0.115,best_score_below_threshold|candidate_margin_too_small
3135,COXIR Tea Tree Pore & Sebum Toner 150ml,coxir-tea-tree-pore-sebum-toner-150ml,91703,COXIR Tea Tree Pore & Sebum Toner 150ml Price in Bangladesh | Emart,0.866,3121,msms2778aa_missha_airy-fit-sheet-mask-_green-tea_.png,0.115,best_score_below_threshold|candidate_margin_too_small
3135,COXIR Tea Tree Pore & Sebum Toner 150ml,coxir-tea-tree-pore-sebum-toner-150ml,91703,COXIR Tea Tree Pore & Sebum Toner 150ml Price in Bangladesh | Emart,0.866,3121,msms2778aa_missha_airy-fit-sheet-mask-_green-tea_.png,0.115,best_score_below_threshold|candidate_margin_too_small
3137,Coxir Vita C Bright Serum 50ml,coxir-vita-c-brightening-serum-50ml,91706,Coxir Vita C Bright Serum 50ml Price in Bangladesh | Emart,0.854,3117,msms2787aa_missha_airy-fit-sheet-mask-_honey_.png,,best_score_below_threshold|candidate_margin_too_small
3137,Coxir Vita C Bright Serum 50ml,coxir-vita-c-brightening-serum-50ml,91706,Coxir Vita C Bright Serum 50ml Price in Bangladesh | Emart,0.854,3117,msms2787aa_missha_airy-fit-sheet-mask-_honey_.png,,best_score_below_threshold|candidate_margin_too_small
3137,Coxir Vita C Bright Serum 50ml,coxir-vita-c-brightening-serum-50ml,91706,Coxir Vita C Bright Serum 50ml Price in Bangladesh | Emart,0.854,3117,msms2787aa_missha_airy-fit-sheet-mask-_honey_.png,,best_score_below_threshold|candidate_margin_too_small
3138,Coxir Black Snail Collagen Eye Cream 30ml,coxir-black-snail-collagen-eye-cream-30ml,91830,Coxir Black Snail Collagen Eye Cream 30ml Price in Bangladesh | Emart,0.866,3119,msms2779aa_missha_airy-fit-sheet-mask-_lemon_.png,,best_score_below_threshold|candidate_margin_too_small|shade_or_color_conflict
3138,Coxir Black Snail Collagen Eye Cream 30ml,coxir-black-snail-collagen-eye-cream-30ml,91830,Coxir Black Snail Collagen Eye Cream 30ml Price in Bangladesh | Emart,0.866,3119,msms2779aa_missha_airy-fit-sheet-mask-_lemon_.png,,best_score_below_threshold|candidate_margin_too_small|shade_or_color_conflict
3138,Coxir Black Snail Collagen Eye Cream 30ml,coxir-black-snail-collagen-eye-cream-30ml,91830,Coxir Black Snail Collagen Eye Cream 30ml Price in Bangladesh | Emart,0.866,3119,msms2779aa_missha_airy-fit-sheet-mask-_lemon_.png,,best_score_below_threshold|candidate_margin_too_small|shade_or_color_conflict
3178,TIAM My Signature A+ Cream 50ml,tiam-my-signature-a-cream-50ml,57481,emart-Illiyoon_CeramideAtoConcentrateCream_01,0,3168,Black-Snail-Collagen-Cream-50ml-1000x1000-1.png,0.39,best_score_below_threshold|candidate_margin_too_small
3178,TIAM My Signature A+ Cream 50ml,tiam-my-signature-a-cream-50ml,57481,emart-Illiyoon_CeramideAtoConcentrateCream_01,0,3168,Black-Snail-Collagen-Cream-50ml-1000x1000-1.png,0.39,best_score_below_threshold|candidate_margin_too_small
3178,TIAM My Signature A+ Cream 50ml,tiam-my-signature-a-cream-50ml,3247,20170804_173206.png,0,3168,Black-Snail-Collagen-Cream-50ml-1000x1000-1.png,0.39,best_score_below_threshold|candidate_margin_too_small
3181,Tiam Vita B3 Source Serum 40ml,tiam-vita-b3-source-serum-40ml,56553,788483c6f8d5fd1ea9bd2c9068d28239,0,3170,Black-Snail-Collagen-Serum-50ml-1000x1000-1.png,0.133,best_score_below_threshold|candidate_margin_too_small
3183,BY WISHTREND Teca 1% Barrier Cream 30ml,by-wishtrend-teca-1-barrier-cream-30ml,3369,thumbnail-14.jpg,0,3168,Black-Snail-Collagen-Cream-50ml-1000x1000-1.png,0.133,best_score_below_threshold|candidate_margin_too_small
3187,TIAM Low pH Cleanser 200ml,tiam-low-ph-cleanser-200ml,57481,emart-Illiyoon_CeramideAtoConcentrateCream_01,0,3207,Green-Tea-pH-Clear-Foam-Cleanser-150ml-1000x1000-1.png,0.304,best_score_below_threshold
3187,TIAM Low pH Cleanser 200ml,tiam-low-ph-cleanser-200ml,57481,emart-Illiyoon_CeramideAtoConcentrateCream_01,0,3207,Green-Tea-pH-Clear-Foam-Cleanser-150ml-1000x1000-1.png,0.304,best_score_below_threshold
3188,THE FACE SHOP Rice Water Bright Light Cleansing Oil 150ml,the-face-shop-rice-water-bright-light-cleansing-oil-150ml,57886,ezgif-1-083709e7b5,0,3168,Black-Snail-Collagen-Cream-50ml-1000x1000-1.png,,best_score_below_threshold|candidate_margin_too_small|shade_or_color_conflict
3192,PaxMoly Tomato 99% Soothing Gel 300g,paxmoly-tomato-99-soothing-gel-300g,3284,ab8d2483330f4ca5a41d3d3408019c7b.jpg,0,3193,Intensive-EGF-Peptide-Toner-150ml-1000x1000-1.png,,best_score_below_threshold|candidate_margin_too_small
3217,The Face Shop Rice Water Bright Rich Cleansing Oil 150ml,the-face-shop-rice-water-bright-light-cleansing-oil-150ml-2,57481,emart-Illiyoon_CeramideAtoConcentrateCream_01,0,3197,Ultra-Hyaluronic-Gel-Mask-Pack-1000x1000-1.jpg,,best_score_below_threshold|candidate_margin_too_small|shade_or_color_conflict
